# Constructed from biom file,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#OTU ID,Influent_WWTP_1_24_24_MH1,Influent_WWTP_1_24_24_MH2,Influent_WWTP_1_24_24_MH3,Influent_WWTP_1_24_24_MH4,Influent_WWTP_2_1_24_MH1,Influent_WWTP_2_1_24_MH2,Influent_WWTP_2_1_24_MH3,Influent_WWTP_2_1_24_MH4,Influent_WWTP_2_10_24_MH1,Influent_WWTP_2_10_24_MH2,Influent_WWTP_2_10_24_MH3,Influent_WWTP_2_10_24_MH4,Influent_WWTP_2_14_24_MH1,Influent_WWTP_2_14_24_MH2,Influent_WWTP_2_14_24_MH3,Influent_WWTP_2_14_24_MH4,Influent_WWTP_7_10_23_MH1,Influent_WWTP_7_10_23_MH2,Influent_WWTP_7_10_23_MH3,Influent_WWTP_7_10_23_MH4,Influent_WWTP_7_17_23_MH1,Influent_WWTP_7_17_23_MH2,Influent_WWTP_7_17_23_MH3,Influent_WWTP_7_17_23_MH4,Influent_WWTP_7_24_23_MH1,Influent_WWTP_7_24_23_MH2,Influent_WWTP_7_24_23_MH3,Influent_WWTP_7_24_23_MH4,Influent_WWTP_7_31_23_MH1,Influent_WWTP_7_31_23_MH2,Influent_WWTP_7_31_23_MH3,Influent_WWTP_7_31_23_MH4
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;__,45.0,178.0,441.0,232.0,543.0,1115.0,864.0,859.0,716.0,433.0,370.0,583.0,746.0,465.0,519.0,613.0,25.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,13.0,11.0,0.0,17.0,46.0,0.0,0.0,0.0
d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Hypnocyclicus;__,46.0,123.0,216.0,167.0,324.0,686.0,568.0,625.0,257.0,181.0,207.0,289.0,1461.0,1029.0,1507.0,1868.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Proteocatella;__,0.0,17.0,7.0,21.0,30.0,71.0,18.0,19.0,10.0,9.0,0.0,10.0,74.0,67.0,37.0,62.0,204.0,176.0,347.0,158.0,454.0,122.0,303.0,347.0,1407.0,692.0,795.0,1288.0,25.0,21.0,276.0,0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;__;__,1004.0,54.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,574.0,496.0,307.0,184.0,316.0,401.0,355.0,498.0,1143.0,972.0,292.0,628.0,185.0,118.0,237.0,0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter;s__uncultured_bacterium,123.0,59.0,44.0,114.0,51.0,185.0,325.0,314.0,309.0,214.0,104.0,183.0,284.0,206.0,277.0,364.0,1458.0,1161.0,853.0,574.0,1617.0,1155.0,385.0,411.0,1479.0,987.0,394.0,747.0,1508.0,753.0,804.0,0.0
d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;__;__;__,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1596.0,1241.0,1056.0,767.0,488.0,245.0,460.0,974.0,972.0,576.0,471.0,684.0,186.0,132.0,655.0,0.0
d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__Cloacimonadaceae;__;__,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.0,385.0,1057.0,475.0,390.0,128.0,128.0,103.0,369.0,317.0,210.0,337.0,157.0,66.0,394.0,0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Macellibacteroides;s__uncultured_bacterium,0.0,0.0,0.0,0.0,0.0,0.0,20.0,18.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,22.0,343.0,230.0,216.0,130.0,306.0,149.0,191.0,210.0,939.0,554.0,403.0,477.0,271.0,135.0,246.0,0.0
d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;__;__,42.0,686.0,274.0,1120.0,61.0,65.0,393.0,403.0,151.0,128.0,102.0,165.0,196.0,180.0,217.0,277.0,22.0,50.0,24.0,9.0,29.0,9.0,19.0,39.0,61.0,27.0,23.0,53.0,7.0,0.0,6.0,0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;__,43.0,177.0,787.0,270.0,1076.0,2313.0,504.0,518.0,934.0,765.0,422.0,616.0,1394.0,963.0,872.0,1153.0,388.0,328.0,274.0,179.0,340.0,116.0,270.0,325.0,1090.0,551.0,489.0,754.0,224.0,121.0,282.0,0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Aquabacterium;__,67.0,136.0,59.0,187.0,0.0,44.0,166.0,169.0,130.0,127.0,100.0,122.0,52.0,51.0,50.0,65.0,54.0,49.0,221.0,66.0,586.0,183.0,748.0,116.0,0.0,0.0,76.0,32.0,422.0,290.0,506.0,0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Macellibacteroides;__,0.0,114.0,60.0,176.0,62.0,121.0,279.0,252.0,106.0,56.0,51.0,82.0,171.0,142.0,208.0,225.0,138.0,100.0,89.0,59.0,184.0,42.0,118.0,180.0,426.0,249.0,202.0,286.0,70.0,59.0,102.0,0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__[Eubacterium]_coprostanoligenes_group;g__[Eubacterium]_coprostanoligenes_group;s__uncultured_bacterium,13.0,66.0,48.0,106.0,9.0,6.0,103.0,79.0,57.0,45.0,22.0,30.0,46.0,27.0,48.0,55.0,417.0,303.0,525.0,262.0,425.0,139.0,123.0,205.0,560.0,299.0,395.0,502.0,107.0,47.0,347.0,0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__uncultured_bacterium,1110.0,461.0,166.0,589.0,87.0,156.0,716.0,729.0,226.0,142.0,172.0,219.0,148.0,133.0,189.0,276.0,3.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,9.0,12.0,0.0,0.0,2.0,0.0,0.0,0.0
d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptospiraceae;g__RBG-16-49-21;__,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.0,210.0,561.0,144.0,618.0,195.0,572.0,917.0,1740.0,1027.0,376.0,772.0,119.0,67.0,341.0,0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylotenera;__,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1242.0,1070.0,263.0,302.0,296.0,21.0,200.0,40.0,0.0,0.0,344.0,202.0,1243.0,748.0,1019.0,0.0
d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfomicrobiaceae;g__Desulfomicrobium;__,18.0,24.0,0.0,36.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.0,198.0,164.0,128.0,335.0,161.0,318.0,613.0,618.0,337.0,163.0,275.0,134.0,79.0,236.0,0.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;__,21.0,346.0,135.0,406.0,336.0,628.0,979.0,1328.0,52.0,23.0,28.0,18.0,314.0,234.0,177.0,176.0,31.0,21.0,35.0,10.0,27.0,17.0,27.0,34.0,33.0,15.0,11.0,33.0,9.0,0.0,0.0,0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Williamwhitmaniaceae;g__Williamwhitmania;__,0.0,10.0,0.0,10.0,19.0,29.0,16.0,16.0,22.0,0.0,0.0,9.0,35.0,27.0,35.0,30.0,780.0,613.0,598.0,350.0,535.0,128.0,382.0,503.0,773.0,489.0,282.0,469.0,257.0,152.0,770.0,0.0
d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__LK-44f;g__LK-44f;s__uncultured_bacterium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,130.0,440.0,182.0,403.0,292.0,169.0,170.0,126.0,93.0,79.0,86.0,535.0,268.0,510.0,0.0
d__Bacteria;p__Campilobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__uncultured_bacterium,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,582.0,578.0,279.0,118.0,954.0,1394.0,354.0,297.0,64.0,70.0,12.0,28.0,190.0,118.0,63.0,0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;__,53.0,235.0,191.0,395.0,200.0,183.0,204.0,206.0,260.0,228.0,187.0,187.0,184.0,188.0,174.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geobacter;__,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.0,188.0,155.0,150.0,105.0,44.0,121.0,152.0,427.0,314.0,215.0,298.0,373.0,230.0,449.0,0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__uncultured_bacterium,6.0,105.0,285.0,202.0,389.0,769.0,479.0,548.0,496.0,321.0,294.0,472.0,524.0,335.0,330.0,441.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,17.0,0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Anaerocella;s__uncultured_bacterium,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,248.0,217.0,212.0,127.0,492.0,628.0,157.0,231.0,533.0,463.0,149.0,300.0,475.0,167.0,115.0,0.0
d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Sporomusaceae;g__uncultured;s__uncultured_bacterium,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.0,261.0,164.0,105.0,290.0,94.0,167.0,228.0,973.0,557.0,299.0,479.0,154.0,92.0,224.0,0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Diaphorobacter;__,0.0,206.0,112.0,294.0,0.0,0.0,54.0,76.0,58.0,0.0,0.0,39.0,85.0,0.0,0.0,37.0,140.0,93.0,156.0,73.0,168.0,46.0,197.0,347.0,234.0,155.0,107.0,180.0,39.0,0.0,118.0,0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Sphaerotilus;__,0.0,66.0,54.0,69.0,175.0,459.0,212.0,281.0,223.0,119.0,57.0,141.0,244.0,236.0,169.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
